ParticipantId,gender,age,race,ethnicity,education,household_income,relationship_marital_status,employment_status,state_of_residence
CE6B706B4D174D908F8DFF27E755656B,Prefer not to say,31,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Single,Part-time,New York
CE791658D24940268E2D468FDC7A2F88,Man,32,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$70,000-$79,999",Married,Full-time,Kentucky
CEC7A4B04C6A45F18B8573869B6F8D88,Woman,33,An ethnicity not listed here,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","Less than $10,000",Single,Part-time,Minnesota
CEF983DB1EC143EA9AF03F616A805184,Man,47,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$60,000-$69,999",Married,Full-time,Pennsylvania
CF05EF295810428FB3DA66E86BC8DE59,Man,34,White,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$70,000-$79,999",Married,Full-time,Iowa
CF0AA90062C943E991CBAEA9D63F10B8,Man,39,White,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Married,Full-time,Georgia
CF4DCD9BB106425A95773B519803438B,Man,40,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",Married,Full-time,Arizona
D04E68F9128A48209E6AC6E6C3381DD4,Woman,37,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$10,000-$19,999",In a relationship,Part-time,Wisconsin
D087B45877264439B005532868B4D037,Man,37,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Single,Full-time,NULL
D096CB4486844843A76E0075E0BF551A,Man,41,Black or African American,"Yes, Puerto Rican","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Married,Full-time,Ohio
D0CFB7342DCA453F87DCB70E4FB36313,Woman,34,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$150,0000-$174,999",Married,Part-time,North Carolina
D0D0401BCD224FB58549CB6463AC1C09,Woman,66,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$90,000-$99,999",Single,Part-time,California
D10ED7A5134E48A38394F95BF1D357C2,Man,62,White,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$250,000 or more",In a relationship,Full-time,Kentucky
D1242C0D83814902BBB6DF77ED83E801,Man,55,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$175,000-$199,999",Married,Full-time,Alabama
D1344A8A9E754C9799AD26A1CB1CF9BD,Woman,36,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",In a civil union/partnership,Full-time,Virginia
D13E8F4BE6C64F39B17CC07AB7B0367E,Woman,31,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Single,Full-time,California
D1A7C6B7170E424F8A81F411AF77C93A,Man,49,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$90,000-$99,999",Single,Full-time,NULL
D1A89569B68E47E0A04F5483F8E0725C,Woman,56,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$40,000-$49,999",Married,"Not in paid work (e.g., homemaker, disabled)",Massachusetts
D1B55CA9517B47C4A969C1A698645832,Woman,67,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",Single,Retired,Missouri
D1BF03C98CA94768B24A963BAD80E128,Woman,41,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Married,Full-time,Wisconsin
D1DC0467F62C48F89048899F4A3F6135,Woman,24,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",In a relationship,Part-time,NULL
D1F9C5CDFDA941B5A2183BB6F1143CC8,Woman,26,White,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Some college, but no degree","$20,000-$29,999",Married,"Not in paid work (e.g., homemaker, disabled)",California
D203BB189B1C4434B9AF23C9DCB84A34,Man,43,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$30,000-$39,999",Married,Unemployed,Florida
D24682EB1F894D52B27261018A74A8B0,Man,34,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$175,000-$199,999",Married,Full-time,California
D24AE6F9642D4D808E8ABD389BA93DAA,Man,45,White,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Some college, but no degree","$30,000-$39,999",Single,Unemployed,Florida
D2AB85685A4F4BF5AD7646515D0F9BF4,Man,23,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$60,000-$69,999",In a relationship,Full-time,Florida
D2AF9CB514BD45749913A37D0188EE18,Woman,36,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$20,000-$29,999",In a relationship,Full-time,Ohio
D2EFFB1611AC4A11A222A4C143233AF4,Woman,20,White,"Yes, Mexican, Mexican Am., Chicano","Some college, but no degree","$125,000-$149,999",In a relationship,Student,Arizona
D2F4C8CC5C3F4F29920866D0065240B8,Woman,70,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",Widowed,Retired,Louisiana
D3000077244949BF9247948A39FD4632,Woman,46,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$225,000-$249,999",Married,Full-time,Florida
D323C2D081DA48DB8489D599DEAFB8AD,Man,34,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Married,Full-time,New Jersey
D360EFC7D73243D28EB16F75BC4061FD,Non-binary,31,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$30,000-$39,999",In a relationship,Full-time,Connecticut
D3834907264F4C91B44D67DC2DB165CF,Man,44,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$70,000-$79,999",In a relationship,Full-time,North Carolina
D428923385414855AC4E5E237B10EE21,Woman,27,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$125,000-$149,999",Single,Full-time,New Jersey
D45627B749F643CB9D5FD44C8AFD08C0,Woman,27,Prefer not to say,"Yes, Mexican, Mexican Am., Chicano","Some college, but no degree","$80,000-$89,999",Married,Part-time,Arizona
D4F16E2C121740D5A9EAA2A101B7474D,Man,43,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$90,000-$99,999",Married,Full-time,New York
D503D41A56C747E580B25692E2394C7F,Man,31,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$125,000-$149,999",Married,Part-time,New Jersey
D5101961CFB3403ABB59328A17CC6E83,Non-binary,22,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",In a relationship,Part-time,California
D51263F8FA8A43CAB7C6D1B067298936,Woman,40,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$90,000-$99,999",Married,Full-time,Wisconsin
D53E5E80BCD54E1B8A3363B41F3A97D1,Woman,34,An ethnicity not listed here,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Associate degree (for example: AA, AS)","$125,000-$149,999",In a relationship,Full-time,New York
D53FEA460A2E4B7DBEEA96CC0E7F9561,Man,29,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Single,Unemployed,Florida
D54A129CF1E44DBA8E6EE92D3C0BBEE1,Man,36,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$50,000-$59,999",Divorced,Full-time,Pennsylvania
D5DE0F46EEF341A383C94F3271F02925,Man,58,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Married,Part-time,Florida
D64278802C3048AC9034319C16D6302E,Woman,36,White,"No, not of Hispanic, Latino, or Spanish origin","Professional degree (for example: MD, DDS, DVM, LLB, JD)","$250,000 or more",Married,Full-time,NULL
D643061D60E04CA2A0CF89D59F820BF8,Woman,32,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$90,000-$99,999",Married,Full-time,New York
D64F2C9DDA2A4EA7BF41DA92C2D8D801,Man,33,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",In a relationship,Unemployed,South Carolina
D66AA203C284482AA2AA1CEADDA1E262,Woman,24,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",In a relationship,Unemployed,Pennsylvania
D697DCF1D34A4B6B8D3B01E2FF8780CC,Man,55,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$175,000-$199,999",Single,Full-time,Connecticut
D69BE91EFE914BA8A65E8D7B39D95ABA,Man,28,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$80,000-$89,999",In a relationship,Full-time,NULL
D6E3457324894A55A3783890FB6EC5BE,Woman,26,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$80,000-$89,999",Married,"Not in paid work (e.g., homemaker, disabled)",Arkansas
D6E34D6EB97E4DD080DEA2A54AEE5281,Man,24,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Single,Part-time,NULL
D6FC5C710669400AACB41470F98223C7,Woman,30,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Married,Prefer not to say,NULL
D75AFA11AA1E433DB170435FAB08C729,Man,26,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$10,000-$19,999",Single,Unemployed,Georgia
D7D6CE9ED6A14AE3A0B14B8EFBC562EB,Woman,26,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$10,000-$19,999",Single,Unemployed,Alabama
D7DFE89C1CA84D0C8547B9956FE1F41B,Woman,39,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$90,000-$99,999",Married,Full-time,Louisiana
D8195AC2D5AA47DFA81B6BFF05ACF1A5,Woman,36,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$150,0000-$174,999",Married,Part-time,Illinois
D832032418BB4D7A9109C67F48E3C1A0,Woman,34,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",In a relationship,Full-time,New York
D8678531C5AD4C01AE83CD24ADC77260,Man,28,Asian Indian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$175,000-$199,999",Married,Full-time,Florida
D8789D1C3C7A482E82088F5A66FC1DC0,Man,41,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",Married,Full-time,Nebraska
D8A029B725344D868E107E4658F9004C,Woman,37,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",In a relationship,Full-time,New York
D8E94E3779D04207B6EEEB71EF755046,Man,31,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$30,000-$39,999",Single,Full-time,Indiana
D9189500C34443EE8B05E4F6EA2DA04F,Woman,63,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Single,"Not in paid work (e.g., homemaker, disabled)",Oregon
D91E7C62F57A49F4ACA5607475D2A260,Woman,23,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",Single,Unemployed,California
D926FE4276EC40D88C45D29B1C14C229,Woman,43,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Single,Unemployed,California
D92F5DFDB6194D919231B4EFCF34BAF0,Woman,63,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$10,000-$19,999",In a relationship,Part-time,South Carolina
D9467924A0FB4DD2B9C74951CA85A9A0,Man,52,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Married,Full-time,Missouri
D99590F1FB0E4A0BB009E1CB207C2E9C,Man,29,An ethnicity not listed here,"Yes, Puerto Rican","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",Single,Full-time,Kentucky
D9C48724E47247B4A0569CCEF14277C5,Man,38,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Married,Full-time,NULL
D9F52DD1FF024057B1D70E07FB18AD22,Man,27,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","Less than $10,000",Single,Full-time,Utah
DA03A7D6B791418EA435E0C4D8D9624F,Woman,31,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$150,0000-$174,999",Married,"Not in paid work (e.g., homemaker, disabled)",California
DA05C52FCF8D4126A1B1C7670299550F,Man,49,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Married,Full-time,Maryland
DA108AB368C34640BB9FCE10350C7D0E,Man,54,Japanese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",In a relationship,Unemployed,California
DA23927A44E04612B9C4D5F8CF461677,Man,32,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$150,0000-$174,999",In a relationship,Full-time,California
DA2B78A4434A4F23ABE9F09F8E73A200,Man,30,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$30,000-$39,999",Single,Full-time,Texas
DA4D51D0205B4B4D9E0EE8013EFC46A2,Woman,42,White,"No, not of Hispanic, Latino, or Spanish origin",Less than a high school diploma,"$10,000-$19,999",Single,Prefer not to say,South Carolina
DA69570119B24065909EFD08179AB45A,Man,48,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",Single,NULL,Illinois
DA8EE61617C34F8B823B490CBA6D8BCD,Woman,20,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$10,000-$19,999",In a relationship,Part-time,Maryland
DAA4E9B82E0F420CAC002F39236DFDCF,Man,30,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$50,000-$59,999",Single,Full-time,Ohio
DAABBA9F6C6148C1A5E441C52998D5EE,Man,37,An ethnicity not listed here,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$150,0000-$174,999",In a relationship,Full-time,New York
DAADFB1AC52749F7B58B8F1D754D310D,Man,27,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",Married,Full-time,California
DABD7F22A5884FE582A1BB0824A130AC,Woman,31,White,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",In a relationship,Full-time,Florida
DAF3701025BB4377BC901C1D6989C6A6,Woman,40,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Married,Full-time,Georgia
DAFD3C2694AE40799038C1AFBB182D18,Woman,55,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","Less than $10,000",Single,Retired,Pennsylvania
DB2954A6C14D4C9E8175D3A3E30FAE1C,Woman,37,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$150,0000-$174,999",In a relationship,Full-time,Louisiana
DB78796A40CD47B286CF5800F9BFC708,Man,35,Black or African American,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$30,000-$39,999",Single,Full-time,California
DBB84AEC03ED4E18A11B228D33442C40,Woman,79,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Widowed,Retired,Tennessee
DC3E2484F762493A87C050B2B20137A7,Man,53,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$10,000-$19,999",Single,Business Owner,West Virginia
DC5FCC1E5C9041279DD6F2C26D6C51EA,Man,37,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$50,000-$59,999",Single,Part-time,Pennsylvania
DC8A38B72B8945C49E2A5B163C978BC9,Woman,69,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$10,000-$19,999",Divorced,Retired,Illinois
DCC593264016457D841694CA8837FF2A,Woman,36,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$70,000-$79,999",Married,"Not in paid work (e.g., homemaker, disabled)",South Carolina
DCE159BEC1C64CBA9AA794EC01939247,Woman,40,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$90,000-$99,999",Married,Full-time,Michigan
DD0D27503B88469AAB822A53357FF732,Man,31,White,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)","$10,000-$19,999",Single,Student,California
DD1FE5CD38704CE3A7047B53A2510986,Man,34,Other,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)",Prefer not to say,In a relationship,Full-time,California
DD7EA2313DA642BCB793CB36F51E7D8F,Woman,54,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$20,000-$29,999",Single,"Not in paid work (e.g., homemaker, disabled)",Indiana
DD7F010C5DA144B6B3FF41C01108C112,Woman,37,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"Less than $10,000",Separated,"Not in paid work (e.g., homemaker, disabled)",Texas
DDA88A6D4D9F4E67B0F5E8F84E6C058A,Woman,45,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$200,000-$224,999",Married,"Not in paid work (e.g., homemaker, disabled)",Pennsylvania
DDBBFEC7BFE14872AD05015F5E2628A8,Woman,26,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Married,Full-time,North Carolina
DE1EC6694BCA49DA8C28E574B5E168F5,Woman,44,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$200,000-$224,999",Married,Full-time,Colorado
DE33E7E9ED6444C796570315560F54AB,Man,47,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$150,0000-$174,999",Single,Full-time,Virginia
DE3C63326DC440EBB52DCDA85AB3D398,Man,31,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Single,Full-time,Nevada
DE486C956E5549A0BD5552CD8C34C086,Woman,40,An ethnicity not listed here,"Yes, Puerto Rican","Some college, but no degree","$80,000-$89,999",Separated,Full-time,New York
DEA51E3C552844E99DBFE16869662B8C,Man,40,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",In a relationship,Full-time,New York
DF112150C6E241C8B4269DE4B384F16C,Man,40,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$20,000-$29,999",In a relationship,"Not in paid work (e.g., homemaker, disabled)",Pennsylvania
DF679D91F6974EEB86491F4C4B3ED3B5,Man,21,White,"Yes, Mexican, Mexican Am., Chicano","Associate degree (for example: AA, AS)","$30,000-$39,999",Single,Business Owner,Texas
E00FE3F926504F12A763173EBB54E91D,Man,57,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Married,Full-time,California
E066D0CD9E014965986896CB38DCE8D9,Woman,64,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",Widowed,Part-time,North Carolina
E06BEE71A8B747FDA8C95E9BE38B12E0,Man,52,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$250,000 or more",Single,Full-time,Washington
E0955B22A1B3487E9C310903D2F12A56,Woman,21,An ethnicity not listed here,"Yes, Mexican, Mexican Am., Chicano",High school graduate - high school diploma or the equivalent (for example: GED),"$20,000-$29,999",Married,"Not in paid work (e.g., homemaker, disabled)",Texas
E0C0A292907F459989786D862EB09E71,Woman,39,Korean,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$225,000-$249,999",Married,Full-time,New York
E0C738F22DFD4123B5CBA845211CC366,Man,57,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Married,Full-time,Illinois
E0CB7691192749199864EBD9F57CAE6C,Woman,73,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Married,Retired,Pennsylvania
E0DDCDD4DC6248318AADE062CC508C75,Man,24,White,"Yes, Mexican, Mexican Am., Chicano","Some college, but no degree","$100,000-$124,999",Single,Full-time,Texas
E0E54B4E48594DD5B5226EDE7A41ED6F,Woman,42,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Married,"Not in paid work (e.g., homemaker, disabled)",Pennsylvania
E10EC4E6CDDF426C94EAB758806ADBC8,Woman,49,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",Divorced,Full-time,Washington
E1253481EABC403FAD882D8C6B9BEB1C,Man,19,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Married,Part-time,Georgia
E1465594B47B4C198E60227A90FA89BE,Woman,35,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Married,"Not in paid work (e.g., homemaker, disabled)",California
E1691D4CA8264B34BD669A9A40836656,Non-binary,28,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree",Prefer not to say,Single,Unemployed,New York
E1CA2435C8FA42C098D66D3C1E55BB2D,Man,31,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Married,Full-time,New York
E1EA6391E51C4A978326BC4F5A530C3D,Man,28,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"Less than $10,000",Single,Unemployed,New York
E1FA71DD3EC749FFA41F6AAEB3B0EB5D,Man,27,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",In a relationship,Part-time,Wisconsin
E20A3C55A733464A85005A46D8150ED7,Man,36,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Married,Full-time,New York
E221924AFFA44D3C954FBCC53940D16F,Woman,51,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$70,000-$79,999",Married,Retired,Tennessee
E24B023E45134548AB19456688265A98,Woman,58,American Indian or Alaska Native,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$10,000-$19,999",Widowed,Full-time,Alabama
E2B5E68ABA854BB98793A6E74DFBEE7C,Woman,44,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Single,Unemployed,Kentucky
E2BA261EE3984C92856ED3B622A4932B,Woman,61,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","Less than $10,000",Widowed,Retired,Missouri
E3099AC5337543DCB33ED306B5291004,Woman,56,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Single,Part-time,Michigan
E314B2F0B676428D9122CDC8E2B779D2,Woman,30,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$20,000-$29,999",Single,Part-time,Oregon
E3362F5C831A48E4A452790FFFD7B49A,Man,52,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$125,000-$149,999",Married,Full-time,Georgia
E33BCFDCFB54482A9AB5822BDC4ADCC6,Man,34,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$150,0000-$174,999",Married,Full-time,Ohio
E3D08EA33CF64162990880F49CE0E5EC,Man,27,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",Single,Unemployed,New York
E3D8DCAA989740AA8643D7E1808F4ABD,Man,25,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$10,000-$19,999",Single,Part-time,Iowa
E3E86985A6304D66BE3561A06281D689,Man,46,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",In a relationship,Full-time,Pennsylvania
E3FE2EC1BF464EAFB4F91B3B9AC2640A,Man,35,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$90,000-$99,999",Single,Full-time,New Jersey
E45110DA93C5482DA92B44F3C81BDC76,Man,25,White,"Yes, Mexican, Mexican Am., Chicano",High school graduate - high school diploma or the equivalent (for example: GED),"Less than $10,000",Single,Part-time,California
E494A042FF1444F48D08AFAEA2F4DAA8,Man,39,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Married,Full-time,California
E4BCBBA7CB934BB7B10517742C137FBD,Man,67,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$80,000-$89,999",Divorced,Business Owner,Connecticut
